Facultad,Carrera,ID_Estudiante,Asignatura,Semestre,Nota,Créditos,Profesor
FHS,Licenciatura en Sociología,FHS-LIC-0027,Historia de Cuba,2025-2,5,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0027,Idioma Inglés,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0027,Metodología de la Investigación,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0027,Educación Física,2025-2,5,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0028,Historia de Cuba,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0028,Metodología de la Investigación,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0028,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0028,Idioma Inglés,2025-2,2,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0028,Educación Física,2025-2,2,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0029,Educación Física,2025-2,5,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0029,Historia de Cuba,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0029,Filosofía,2025-2,5,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0029,Idioma Inglés,2025-2,3,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0029,Metodología de la Investigación,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0030,Educación Física,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0030,Metodología de la Investigación,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0030,Idioma Inglés,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0030,Historia de Cuba,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0030,Filosofía,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0031,Filosofía,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0031,Idioma Inglés,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0031,Educación Física,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0031,Metodología de la Investigación,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0031,Historia de Cuba,2025-2,2,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0032,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0032,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0032,Idioma Inglés,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0032,Historia de Cuba,2025-2,5,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0032,Filosofía,2025-2,3,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0033,Idioma Inglés,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0033,Metodología de la Investigación,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0033,Historia de Cuba,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0033,Filosofía,2025-2,5,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0033,Educación Física,2025-2,5,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0034,Idioma Inglés,2025-2,2,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0034,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0034,Historia de Cuba,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0034,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0034,Filosofía,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0035,Historia de Cuba,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0035,Idioma Inglés,2025-2,4,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0035,Metodología de la Investigación,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0035,Educación Física,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0035,Filosofía,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0036,Historia de Cuba,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0036,Idioma Inglés,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0036,Metodología de la Investigación,2025-2,5,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0036,Filosofía,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0036,Educación Física,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0037,Historia de Cuba,2025-2,4,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0037,Metodología de la Investigación,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0037,Filosofía,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0037,Idioma Inglés,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0037,Educación Física,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0038,Filosofía,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0038,Metodología de la Investigación,2025-2,2,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0038,Historia de Cuba,2025-2,2,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0038,Educación Física,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0038,Idioma Inglés,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0039,Educación Física,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0039,Idioma Inglés,2025-2,3,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0039,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0039,Filosofía,2025-2,4,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0039,Historia de Cuba,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0040,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0040,Historia de Cuba,2025-2,2,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0040,Idioma Inglés,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0040,Filosofía,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0040,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0041,Historia de Cuba,2025-2,2,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0041,Idioma Inglés,2025-2,5,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0041,Metodología de la Investigación,2025-2,2,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0041,Filosofía,2025-2,5,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0041,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0042,Metodología de la Investigación,2025-2,3,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0042,Educación Física,2025-2,5,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0042,Idioma Inglés,2025-2,3,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0042,Historia de Cuba,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0042,Filosofía,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0043,Educación Física,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0043,Idioma Inglés,2025-2,2,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0043,Historia de Cuba,2025-2,3,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0043,Metodología de la Investigación,2025-2,5,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0043,Filosofía,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0044,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0044,Historia de Cuba,2025-2,2,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0044,Metodología de la Investigación,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0044,Idioma Inglés,2025-2,3,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0044,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0045,Filosofía,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0045,Historia de Cuba,2025-2,2,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0045,Idioma Inglés,2025-2,2,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0045,Metodología de la Investigación,2025-2,5,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0045,Educación Física,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0046,Filosofía,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0046,Idioma Inglés,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0046,Educación Física,2025-2,5,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0046,Metodología de la Investigación,2025-2,5,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0046,Historia de Cuba,2025-2,3,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0047,Educación Física,2025-2,5,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0047,Filosofía,2025-2,3,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0047,Idioma Inglés,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0047,Metodología de la Investigación,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0047,Historia de Cuba,2025-2,4,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0048,Metodología de la Investigación,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0048,Filosofía,2025-2,2,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0048,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0048,Historia de Cuba,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0048,Idioma Inglés,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0049,Idioma Inglés,2025-2,2,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0049,Filosofía,2025-2,5,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0049,Historia de Cuba,2025-2,3,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0049,Metodología de la Investigación,2025-2,2,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0049,Educación Física,2025-2,2,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0050,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0050,Historia de Cuba,2025-2,2,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0050,Filosofía,2025-2,3,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0050,Idioma Inglés,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0050,Metodología de la Investigación,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0051,Historia de Cuba,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0051,Educación Física,2025-2,5,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0051,Idioma Inglés,2025-2,5,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0051,Filosofía,2025-2,3,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0051,Metodología de la Investigación,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0052,Idioma Inglés,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0052,Filosofía,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0052,Metodología de la Investigación,2025-2,3,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0052,Historia de Cuba,2025-2,2,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0052,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0053,Educación Física,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0053,Metodología de la Investigación,2025-2,5,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0053,Idioma Inglés,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0053,Filosofía,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0053,Historia de Cuba,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0054,Idioma Inglés,2025-2,2,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0054,Filosofía,2025-2,3,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0054,Historia de Cuba,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0054,Metodología de la Investigación,2025-2,5,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0054,Educación Física,2025-2,5,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0055,Historia de Cuba,2025-2,3,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0055,Metodología de la Investigación,2025-2,3,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0055,Idioma Inglés,2025-2,4,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0055,Filosofía,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0055,Educación Física,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0056,Filosofía,2025-2,3,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0056,Idioma Inglés,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0056,Educación Física,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0056,Metodología de la Investigación,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0056,Historia de Cuba,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0057,Idioma Inglés,2025-2,3,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0057,Educación Física,2025-2,5,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0057,Filosofía,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0057,Metodología de la Investigación,2025-2,2,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0057,Historia de Cuba,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0058,Idioma Inglés,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0058,Metodología de la Investigación,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0058,Educación Física,2025-2,2,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0058,Historia de Cuba,2025-2,5,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0058,Filosofía,2025-2,2,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0059,Historia de Cuba,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0059,Filosofía,2025-2,4,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0059,Metodología de la Investigación,2025-2,3,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0059,Educación Física,2025-2,2,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0059,Idioma Inglés,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0060,Filosofía,2025-2,5,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0060,Educación Física,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0060,Historia de Cuba,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0060,Idioma Inglés,2025-2,3,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0060,Metodología de la Investigación,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0061,Filosofía,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0061,Metodología de la Investigación,2025-2,2,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0061,Educación Física,2025-2,3,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0061,Historia de Cuba,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0061,Idioma Inglés,2025-2,4,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0062,Historia de Cuba,2025-2,3,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0062,Metodología de la Investigación,2025-2,5,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0062,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0062,Filosofía,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0062,Idioma Inglés,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0063,Educación Física,2025-2,5,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0063,Historia de Cuba,2025-2,3,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0063,Metodología de la Investigación,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0063,Idioma Inglés,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0063,Filosofía,2025-2,5,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0064,Educación Física,2025-2,3,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0064,Filosofía,2025-2,3,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0064,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0064,Historia de Cuba,2025-2,5,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0064,Metodología de la Investigación,2025-2,4,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0065,Metodología de la Investigación,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0065,Filosofía,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0065,Historia de Cuba,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0065,Idioma Inglés,2025-2,3,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0065,Educación Física,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0066,Historia de Cuba,2025-2,5,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0066,Educación Física,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0066,Metodología de la Investigación,2025-2,5,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0066,Filosofía,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0066,Idioma Inglés,2025-2,3,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0067,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0067,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0067,Metodología de la Investigación,2025-2,5,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0067,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0067,Historia de Cuba,2025-2,5,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0068,Metodología de la Investigación,2025-2,3,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0068,Idioma Inglés,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0068,Educación Física,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0068,Historia de Cuba,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0068,Filosofía,2025-2,3,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0069,Idioma Inglés,2025-2,4,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0069,Metodología de la Investigación,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0069,Filosofía,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0069,Educación Física,2025-2,5,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0069,Historia de Cuba,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0070,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0070,Historia de Cuba,2025-2,3,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0070,Metodología de la Investigación,2025-2,4,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0070,Educación Física,2025-2,4,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0070,Idioma Inglés,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0071,Historia de Cuba,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0071,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0071,Idioma Inglés,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0071,Educación Física,2025-2,4,3,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0071,Metodología de la Investigación,2025-2,2,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0072,Educación Física,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0072,Metodología de la Investigación,2025-2,5,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0072,Filosofía,2025-2,5,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0072,Idioma Inglés,2025-2,5,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0072,Historia de Cuba,2025-2,5,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0073,Educación Física,2025-2,3,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0073,Historia de Cuba,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0073,Idioma Inglés,2025-2,3,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0073,Metodología de la Investigación,2025-2,5,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0073,Filosofía,2025-2,5,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0074,Metodología de la Investigación,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0074,Idioma Inglés,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0074,Filosofía,2025-2,4,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0074,Historia de Cuba,2025-2,4,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0074,Educación Física,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0075,Educación Física,2025-2,3,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0075,Idioma Inglés,2025-2,4,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0075,Historia de Cuba,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0075,Filosofía,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0075,Metodología de la Investigación,2025-2,3,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0076,Metodología de la Investigación,2025-2,3,2,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0076,Historia de Cuba,2025-2,4,2,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0076,Filosofía,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0076,Idioma Inglés,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0076,Educación Física,2025-2,4,2,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0077,Historia de Cuba,2025-2,4,2,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0077,Filosofía,2025-2,3,3,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0077,Idioma Inglés,2025-2,3,3,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0077,Educación Física,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0077,Metodología de la Investigación,2025-2,5,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0078,Filosofía,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0078,Idioma Inglés,2025-2,5,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0078,Historia de Cuba,2025-2,4,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0078,Metodología de la Investigación,2025-2,4,4,Prof. Martínez
FHS,Licenciatura en Sociología,FHS-LIC-0078,Educación Física,2025-2,3,4,Prof. González
FHS,Licenciatura en Sociología,FHS-LIC-0079,Metodología de la Investigación,2025-2,4,3,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0079,Educación Física,2025-2,4,3,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0079,Historia de Cuba,2025-2,4,4,Prof. García
FHS,Licenciatura en Sociología,FHS-LIC-0079,Idioma Inglés,2025-2,5,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0079,Filosofía,2025-2,5,4,Prof. Rodríguez
FHS,Licenciatura en Sociología,FHS-LIC-0080,Educación Física,2025-2,3,4,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0080,Metodología de la Investigación,2025-2,4,2,Prof. Pérez
FHS,Licenciatura en Sociología,FHS-LIC-0080,Filosofía,2025-2,5,2,Prof. González
